,No.,Compound ID,SMILES,Assay ID,LogP app
281,282.0,CHEMBL3431564,c1cc(NC(c2ccc(NS(=O)(c3cc(Cl)cc(Cl)c3)=O)s2)=O)ccc1C([O-])=O,CHEMBL3431937,-8.0
282,283.0,CHEMBL3431565,c1ccc(OCC(N2CCCC[C@@]2c3nnc(c4ccc5c(cnn5)c4)n3)=O)cc1,CHEMBL3431937,-5.79
283,284.0,CHEMBL3431566,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4cc(C(N)=O)cnc4)no3)=O)cc1,CHEMBL3431937,-5.42
284,285.0,CHEMBL3431567,CCOC(c2cn1ccc(c3nc([C@]4CCCCN4C(COc5ccccc5)=O)on3)cc1n2)=O,CHEMBL3431937,-5.7
285,286.0,CHEMBL3431568,c1ccc(OCC(N2CCCC[C@@]2c3nc(c5ccn4cc(C(N)=O)nc4c5)no3)=O)cc1,CHEMBL3431937,-5.26
286,287.0,CHEMBL3431569,c1ccc(OCC(N2CCCC[C@@]2c3nnc(c4cccc(C(NCCO)=O)c4)n3)=O)cc1,CHEMBL3431937,-6.29
287,288.0,CHEMBL3431570,COC[C@@]1CC[N@@H+](NC(c2cccc(c3nc([C@]4CCCCN4C(COc5ccccc5)=O)nn3)c2)=O)C1,CHEMBL3431937,-5.48
288,289.0,CHEMBL3431571,c1ccc(OCC(N2CCCC[C@@]2c3nnc(c4cccc(C#N)c4)n3)=O)cc1,CHEMBL3431937,-5.53
289,290.0,CHEMBL3431572,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccnc(N)c4)no3)=O)cc1,CHEMBL3431937,-5.28
290,291.0,CHEMBL3431573,COc1ccc(Cl)cc1S(=O)(N2CCOc3c2cc(C(Nc4ccc(C([O-])=O)c(F)c4)=O)cc3)=O,CHEMBL3431937,-5.77
291,292.0,CHEMBL3431574,COc1ccc(Cl)cc1S(=O)(N2CCOc3c2cc(C(Nc4ccc(C([O-])=O)c(Cl)c4)=O)cc3)=O,CHEMBL3431937,-5.84
292,293.0,CHEMBL3431575,COc1ccc(Cl)cc1S(=O)(N2CCc3c2cc(C#Cc4ccc(C([O-])=O)cc4)cc3)=O,CHEMBL3431937,-6.59
293,294.0,CHEMBL3431576,COc1ccc(Cl)cc1S(=O)(N2CCNc3c2cc(C(Nc4ccc(C([O-])=O)cc4)=O)cc3)=O,CHEMBL3431937,-6.09
294,295.0,CHEMBL3431577,COc1ccc(Cl)cc1S(=O)(N2CCOc3c2cc(C(Nc4ccc(C([O-])=O)nc4)=O)cc3)=O,CHEMBL3431937,-6.24
295,296.0,CHEMBL3431578,CCC(Nc1cccc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)nn2)c1)=O,CHEMBL3431937,-5.54
296,297.0,CHEMBL3431579,C[C@@](C(Nc1cccc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)nn2)c1)=O)C,CHEMBL3431937,-5.59
297,298.0,CHEMBL3431580,Cc1cc(C(Nc3ccc(c4nnnn4)cc3)=O)nn1Cc2ccc(O[C@@](F)F)cc2,CHEMBL3431937,-5.91
298,299.0,CHEMBL3431581,CC(Nc1cccc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)no2)c1)=O,CHEMBL3431937,-5.59
299,300.0,CHEMBL3431582,CCNC(Nc1cccc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)nn2)c1)=O,CHEMBL3431937,-5.65
300,301.0,CHEMBL3431583,c1ccc(OCC(N2CCCC[C@@]2c3nnc(c4cccc(N5CCC5=O)c4)n3)=O)cc1,CHEMBL3431937,-5.7
301,302.0,CHEMBL3431584,c1ccc(c2cc([C@@]3CCCCN3C(COc4ccccc4)=O)nn2)cc1,CHEMBL3431937,-6.28
302,303.0,CHEMBL3431585,COc1ccc(Cl)cc1S(=O)(N2COc3c2cc(C(Nc4ccc(C([O-])=O)cc4)=O)cc3)=O,CHEMBL3431937,-5.53
303,304.0,CHEMBL3431586,COc1ccc(Cl)cc1S(=O)(N[C@@]2CCCN(C(COc3ccccc3)=O)C2)=O,CHEMBL3431937,-5.87
304,305.0,CHEMBL3431587,COc1ccc(Cl)cc1S(=O)(N2COc3c2cc(C(Nc4ccc(C([O-])=O)c(Cl)c4)=O)cc3)=O,CHEMBL3431937,-5.78
305,306.0,CHEMBL3431589,c1ccc(OCC(N2CCCC[C@]2c3ncc(c4cccc([N+]([O-])=O)c4)o3)=O)cc1,CHEMBL3431937,-6.18
306,307.0,CHEMBL3431591,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4cccc(O)c4)no3)=O)cc1,CHEMBL3431937,-6.19
307,308.0,CHEMBL3431592,c1ccc(OCC(N2CCCC[C@@]2c3nc(C4C=CNC(C4)=O)no3)=O)cc1,CHEMBL3431937,-5.27
308,309.0,CHEMBL3431594,c1ccc(OCC(N2CCCC[C@@]2c3nnc(c4ccnc(N)c4)n3)=O)cc1,CHEMBL3431937,-5.56
309,310.0,CHEMBL3431595,COc1ccc(Cl)cc1S(=O)(N2COc3c2cc(C(Nc4ccc(C([O-])=O)c(F)c4)=O)cc3)=O,CHEMBL3431937,-5.72
310,311.0,CHEMBL3431596,COc1ccc(Cl)cc1S(=O)(N2CCCCc3c2cc(C(Nc4ccc(C([O-])=O)cc4)=O)cc3)=O,CHEMBL3431937,-5.54
311,312.0,CHEMBL3431597,c1ccc(OCC(N2CCCC[C@@]2c3nnc(c4cccc(C(N[NH3+])=O)c4)n3)=O)cc1,CHEMBL3431937,-5.7
312,313.0,CHEMBL3431598,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4cccc([N+]([O-])=O)n4)no3)=O)cc1,CHEMBL3431937,-5.26
313,314.0,CHEMBL3431600,c1ccc(OCC(N2CCCC[C@@]2c3nnc(c4cccc(C5=NNC(O5)=O)c4)n3)=O)cc1,CHEMBL3431937,-5.77
314,315.0,CHEMBL3431601,c1ccc(OCC(N2CCCC[C@@]2c3nnc(c4cccc(c5nnco5)c4)n3)=O)cc1,CHEMBL3431937,-5.52
315,316.0,CHEMBL3431602,Cc1cc(C(Nc4ccc(C([O-])=O)c(F)c4)=O)cc2c1CCN2S(=O)(c3cc(Cl)ccc3OC)=O,CHEMBL3431937,-5.78
316,317.0,CHEMBL3431603,c1cc(S(=O)(N2CCOc3c2cc(C(Nc4ccc(C([O-])=O)c(F)c4)=O)cc3)=O)cc(Cl)c1,CHEMBL3431937,-5.66
317,318.0,CHEMBL3431605,Cc1cc(C(Nc4ccc(C([O-])=O)cc4)=O)cc2c1CCN2S(=O)(c3cc(Cl)ccc3OC)=O,CHEMBL3431937,-5.7
318,319.0,CHEMBL3431606,Cc1cc(C(Nc4ccc(C([O-])=O)c(Cl)c4)=O)cc2c1CCN2S(=O)(c3cc(Cl)ccc3OC)=O,CHEMBL3431937,-5.82
319,320.0,CHEMBL3431609,CN(C(c1ccc(c2nc([C@@]4[C@]3C[C@]3CN4C(COc5ccccc5)=O)on2)cc1)=O)C,CHEMBL3431937,-5.36
320,321.0,CHEMBL3431610,COc1ccc(Cl)cc1S(=O)(N2CCNc3c2cc(C(Nc4ccc(C([O-])=O)c(F)c4)=O)cc3)=O,CHEMBL3431937,-6.64
321,322.0,CHEMBL3431611,c1cc(S(=O)(N2CCOc3c2cc(C(Nc4ccc(C([O-])=O)cc4)=O)cc3)=O)cc(Cl)c1,CHEMBL3431937,-5.52
322,323.0,CHEMBL3431612,COc1ccc(Cl)cc1S(=O)(N2CCCCc3c2cc(C(Nc4ccc(C([O-])=O)c(F)c4)=O)cc3)=O,CHEMBL3431937,-5.67
323,324.0,CHEMBL3431613,COc1ccc(Cl)cc1S(=O)(N2CCCCc3c2cc(C(Nc4ccc(C([O-])=O)c(Cl)c4)=O)cc3)=O,CHEMBL3431937,-5.6
324,325.0,CHEMBL3431614,c1ccc(OCC(N2CCOC[C@@]2c3nc(c4cc(C(N)=O)cnc4)no3)=O)cc1,CHEMBL3431937,-5.54
325,326.0,CHEMBL3431615,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4cc(C#N)cnc4)no3)=O)cc1,CHEMBL3431937,-5.2
326,327.0,CHEMBL3431616,CNC(c1cc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)on2)cnc1)=O,CHEMBL3431937,-5.42
327,328.0,CHEMBL3431617,CCN(C(c1cc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)on2)cnc1)=O)CC,CHEMBL3431937,-5.26
328,329.0,CHEMBL3431618,CN(C(c1cc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)on2)cnc1)=O)CCOC,CHEMBL3431937,-5.38
329,330.0,CHEMBL3431619,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4cc(C(N[C@]5CC5)=O)cnc4)no3)=O)cc1,CHEMBL3431937,-5.5
330,331.0,CHEMBL3431620,c1ccc(OCC(N3C[C@@]2C[C@@]2[C@]3c4nc(c5ccc6c(CC(N6)=O)c5)no4)=O)cc1,CHEMBL3431937,-5.27
331,332.0,CHEMBL3431621,COc1ccc(Cl)cc1S(=O)(N2COc3c2cc(C(Nc4ccc(CC([O-])=O)cc4)=O)cc3F)=O,CHEMBL3431937,-5.55
332,333.0,CHEMBL3431622,COc1ccc(Cl)cc1S(=O)(N2COc3c2cc(C(Nc4nc(CC([O-])=O)cs4)=O)cc3F)=O,CHEMBL3431937,-5.65
333,334.0,CHEMBL3431623,COc1ccc(Cl)cc1S(=O)(N2CCSc3c2cc(C(Nc4ccc(CC([O-])=O)cc4)=O)cc3)=O,CHEMBL3431937,-5.29
334,335.0,CHEMBL3431624,COc1ccc(Cl)cc1S(=O)(N2CCSc3c2cc(C(Nc4nc(CC([O-])=O)cs4)=O)cc3)=O,CHEMBL3431937,-5.44
335,336.0,CHEMBL3431625,COc1ccc(Cl)cc1CN3c2cc(C(Nc4nc(CC([O-])=O)cs4)=O)ccc2OCC3=O,CHEMBL3431937,-5.95
336,337.0,CHEMBL3431626,COc1ccc(Cl)cc1S(=O)(N2CCc3c2cc(C(Nc4ccc(CC([O-])=O)cc4)=O)cc3)=O,CHEMBL3431937,-5.39
337,338.0,CHEMBL3431627,COc1ccc(Cl)cc1S(=O)(N2CCc3c2cc(C(Nc4nc(CC([O-])=O)cs4)=O)cc3)=O,CHEMBL3431937,-5.49
338,339.0,CHEMBL3431628,Cc1ccc(OC)c(S(=O)(n2ccc3c2cc(C(Nc4ccc(C([O-])=O)cc4)=O)cc3)=O)c1,CHEMBL3431937,-5.91
339,340.0,CHEMBL3431629,c1cc(S(=O)(n2ccc3c2cc(C(Nc4ccc(C([O-])=O)cc4)=O)cc3)=O)cc(Cl)c1,CHEMBL3431937,-6.22
340,341.0,CHEMBL3431630,Cc1cc(C)cc(S(=O)(n2ccc3c2cc(C(Nc4ccc(C([O-])=O)cc4)=O)cc3)=O)c1,CHEMBL3431937,-5.84
341,342.0,CHEMBL3431631,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc5c(NC(CO5)=O)c4)on3)=O)cc1,CHEMBL3431937,-5.43
342,343.0,CHEMBL3431632,C[C@@]2(C)c1ccc(C(Nc4nc(CC([O-])=O)cs4)=O)cc1N(Cc3cc(Cl)ccc3OC)C2=O,CHEMBL3431937,-6.02
343,344.0,CHEMBL3431633,C[C@@]2(C)c1ccc(C(Nc4ccc(C([O-])=O)cc4)=O)cc1N(Cc3cc(Cl)ccc3OC)C2=O,CHEMBL3431937,-6.03
344,345.0,CHEMBL3431635,COc1ccc(Cl)cc1S(=O)(N2CCOc3c2cc(C(Nc4ccc(CC([O-])=O)cc4)=O)cc3)=O,CHEMBL3431937,-5.73
345,346.0,CHEMBL3431636,CCN2c1cc(c3nc([C@]4CCCCN4C(COc5ccccc5)=O)no3)ccc1[C@@](C)(C)CC2=O,CHEMBL3431937,-6.4
346,347.0,CHEMBL3431637,c1ccc(OCC(N2CCCC[C@@]2c3nc([C@@]4CCCC4)on3)=O)cc1,CHEMBL3431937,-5.36
347,348.0,CHEMBL3431638,COc1ccc(Cl)cc1S(=O)(N2CCOc3c2cc(C(Nc4nc(CC([O-])=O)cs4)=O)cc3)=O,CHEMBL3431937,-5.79
348,349.0,CHEMBL3431639,c1cc(c2nc([C@]3CCCCN3C(COc4ccncc4)=O)nn2)cc([C@](F)(F)F)c1,CHEMBL3431937,-5.76
349,350.0,CHEMBL3431640,CC(Nc1cccc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)n(C)n2)c1)=O,CHEMBL3431937,-5.53
350,351.0,CHEMBL3431641,Cn1cc(Sc4cccc(Cl)c4)c2c1ccc(C(Nc3ccc(C([O-])=O)cc3)=O)c2,CHEMBL3431937,-6.89
351,352.0,CHEMBL3431642,Cn1cc(S(=O)(c4cccc(Cl)c4)=O)c2c1ccc(C(Nc3ccc(C([O-])=O)cc3)=O)c2,CHEMBL3431937,-6.0
352,353.0,CHEMBL3431643,c1ccc(OCC(N2CCCC[C@@]2c3nc(c5cc4c(nc5)ncn4)on3)=O)cc1,CHEMBL3431937,-5.45
353,354.0,CHEMBL3431644,CC(Nc1cccc(C#C[C@]2CCCCN2C(COc3ccccc3)=O)c1)=O,CHEMBL3431937,-5.75
354,355.0,CHEMBL3431645,CC(Nc1cc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)no2)ccn1)=O,CHEMBL3431937,-5.27
355,356.0,CHEMBL3431646,COc1ccc(Cl)cc1CN3c2cc(C(Nc4nc(CC([O-])=O)cs4)=O)ccc2SCC3=O,CHEMBL3431937,-5.82
356,357.0,CHEMBL3431647,COc1ccc(Cl)cc1S(=O)(N2COCc3c2cc(C(Nc4ccc(C([O-])=O)cc4)=O)cc3)=O,CHEMBL3431937,-5.67
357,358.0,CHEMBL3431648,COc1ccc(Cl)cc1S(=O)(N2COCc3c2cc(C(Nc4ccc(CC([O-])=O)cc4)=O)cc3)=O,CHEMBL3431937,-5.86
358,359.0,CHEMBL3431649,COc1ccc(Cl)cc1S(=O)(N2COCc3c2cc(C(Nc4nc(CC([O-])=O)cs4)=O)cc3)=O,CHEMBL3431937,-5.88
359,360.0,CHEMBL3431650,c1ccc(OCC(N2CCCC[C@@]2c3nc([C@@]4([C@](F)(F)F)CC4)on3)=O)cc1,CHEMBL3431937,-5.27
360,361.0,CHEMBL3431651,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4cc(Cl)nnc4O)on3)=O)cc1,CHEMBL3431937,-5.21
361,362.0,CHEMBL3431652,C[C@@]2(C)c1ccc(C(Nc4nccs4)=O)cc1N(Cc3cc(Cl)ccc3OC)C(O2)=O,CHEMBL3431937,-6.52
362,363.0,CHEMBL3431653,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc5c(NC(C(N5)=O)=O)c4)on3)=O)cc1,CHEMBL3431937,-6.33
363,364.0,CHEMBL3431654,c1ccc(OCC(N2CCCC[C@@]2c3nc(c5ccc4nccn4c5)no3)=O)cc1,CHEMBL3431937,-5.2
364,365.0,CHEMBL3431655,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc5c(NC(CO5)=O)c4)no3)=O)cc1,CHEMBL3431937,-5.41
365,366.0,CHEMBL3431659,COc1ccc(Cl)cc1S(=O)(N2CCS(c3c2cc(C(Nc4ccc(C([O-])=O)cc4)=O)cc3)=O)=O,CHEMBL3431937,-6.92
366,367.0,CHEMBL3431660,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc5c(NC(CN5)=O)c4)on3)=O)cc1,CHEMBL3431937,-5.74
367,368.0,CHEMBL3431661,COc1ccc(Cl)cc1S(=O)(N2CCOc3c2cc(C(Nc4ccc(CCC([O-])=O)cc4)=O)cc3)=O,CHEMBL3431937,-5.48
368,369.0,CHEMBL3431662,COc1ccc(Cl)cc1CN3c2cc(C(Nc4nc(CC([O-])=O)cs4)=O)ccc2S(=O)(CC3=O)=O,CHEMBL3431937,-6.07
369,370.0,CHEMBL3431663,c1ccc(OCC(N2CCCC[C@@]2c3nnc(c4ccc5c(NC(CO5)=O)c4)n3)=O)cc1,CHEMBL3431937,-6.02
370,371.0,CHEMBL3431664,CC(Nc1ccc(F)c(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)nn2)c1)=O,CHEMBL3431937,-5.37
371,372.0,CHEMBL3431665,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4cccc(N)n4)on3)=O)cc1,CHEMBL3431937,-5.26
372,373.0,CHEMBL3431666,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc(C#N)nc4)on3)=O)cc1,CHEMBL3431937,-5.07
373,374.0,CHEMBL3431667,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4cccc5c4C(NN5)=O)on3)=O)cc1,CHEMBL3431937,-5.19
374,375.0,CHEMBL3431668,C[C@@]2(C)c1ccc(C(Nc4ccc(C([O-])=O)c(Cl)c4)=O)cc1N(Cc3cc(Cl)ccc3OC)C(O2)=O,CHEMBL3431937,-5.96
375,376.0,CHEMBL3431669,C[C@@]2(C)c1ccc(C(Nc4ccc(CC([O-])=O)c(Cl)c4)=O)cc1N(Cc3cc(Cl)ccc3OC)C(O2)=O,CHEMBL3431937,-5.87
376,377.0,CHEMBL3431670,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccnc(N)c4)on3)=O)cc1,CHEMBL3431937,-5.31
377,378.0,CHEMBL3431671,C[C@@]2(C)c1ccc(C(Nc4ccc(CC([O-])=O)cc4)=O)cc1N(Cc3cc(Cl)ccc3OC)C(O2)=O,CHEMBL3431937,-5.77
378,379.0,CHEMBL3431672,CC(Nc1cc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)nn2)cc(F)c1)=O,CHEMBL3431937,-5.77
379,380.0,CHEMBL3431673,CC(Nc1cc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)nn2)ccc1F)=O,CHEMBL3431937,-5.57
380,381.0,CHEMBL3431674,CC(Nc1cc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)on2)cc(F)c1)=O,CHEMBL3431937,-5.87
381,382.0,CHEMBL3431675,CC(Nc1cc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)on2)ccc1F)=O,CHEMBL3431937,-5.66
382,383.0,CHEMBL3431677,Cc1cccc(S(=O)(N2CCOc3c2cc(C(Nc4nc(CC([O-])=O)cs4)=O)cc3)=O)c1,CHEMBL3431937,-5.51
383,384.0,CHEMBL3431678,c1cc(S(=O)(N2CCOc3c2cc(C(Nc4nc(CC([O-])=O)cs4)=O)cc3)=O)cc(Cl)c1,CHEMBL3431937,-5.54
384,385.0,CHEMBL3431679,Cc1cc(C)cc(S(=O)(N2CCOc3c2cc(C(Nc4nc(CC([O-])=O)cs4)=O)cc3)=O)c1,CHEMBL3431937,-5.5
385,386.0,CHEMBL3431681,COc1ccc(Cl)cc1S(=O)(n2ccc3c2cc(C(Nc4ccc(CC([O-])=O)cc4)=O)cc3)=O,CHEMBL3431937,-5.7
386,387.0,CHEMBL3431682,Cc1ccc(OC)c(S(=O)(n2ccc3c2cc(C(Nc4ccc(CC([O-])=O)cc4)=O)cc3)=O)c1,CHEMBL3431937,-5.55
387,388.0,CHEMBL3431683,c1ccc(OCC(N2CCCC[C@@]2c3nnc(c4ccc(N)nc4)n3)=O)cc1,CHEMBL3431937,-5.4
388,389.0,CHEMBL3431685,Cn1cc(S(=O)(c4cccc(Cl)c4)=O)c2c1ccc(C(Nc3nc(CC([O-])=O)cs3)=O)c2,CHEMBL3431937,-6.02
389,390.0,CHEMBL3431686,Cc1cc(C)cc(S(=O)(n2ccc3c2cc(C(Nc4ccc(CC([O-])=O)cc4)=O)cc3)=O)c1,CHEMBL3431937,-5.72
390,391.0,CHEMBL3431687,c1cc(S(=O)(n2ccc3c2cc(C(Nc4ccc(CC([O-])=O)cc4)=O)cc3)=O)cc(Cl)c1,CHEMBL3431937,-5.65
391,392.0,CHEMBL3431688,CC(NCc1cccc(c2nc([C@]3CCCCN3C(COc4ccccc4)=O)nn2)c1)=O,CHEMBL3431937,-5.39
392,393.0,CHEMBL3431689,Cc1ccc(OC)c(S(=O)(N2CCc3c2cc(C(Nc4ccc(CC([O-])=O)cc4)=O)cc3)=O)c1,CHEMBL3431937,-5.66
393,394.0,CHEMBL3431690,Cc1cc(C)cc(S(=O)(N2CCc3c2cc(C(Nc4ccc(CC([O-])=O)cc4)=O)cc3)=O)c1,CHEMBL3431937,-5.39
394,395.0,CHEMBL3431691,c1cc(S(=O)(N2CCc3c2cc(C(Nc4ccc(CC([O-])=O)cc4)=O)cc3)=O)cc(Cl)c1,CHEMBL3431937,-5.44
395,396.0,CHEMBL3431692,c1ccc(OCC(N2CCCC[C@@]2C(N4CCc3ccccc3C4)=O)=O)cc1,CHEMBL3431937,-5.38
396,397.0,CHEMBL3431693,c1ccc(CNC([C@]2CCCCN2C(COc3ccccc3)=O)=O)cc1,CHEMBL3431937,-5.15
397,398.0,CHEMBL3431694,CN(C([C@]2CCCCN2C(COc3ccccc3)=O)=O)Cc1ccccc1,CHEMBL3431937,-5.04
398,399.0,CHEMBL3431695,CCN(C(c1nc([C@]2CCCCN2C(COc3ccccc3)=O)no1)=O)CC,CHEMBL3431937,-4.94
399,400.0,CHEMBL3431697,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc([N+]([O-])=O)s4)no3)=O)cc1,CHEMBL3431937,-5.36
400,401.0,CHEMBL3431698,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4ccc([N+]([O-])=O)o4)no3)=O)cc1,CHEMBL3431937,-5.29
401,402.0,CHEMBL3431699,c1ccc(OCC(N2CCCC[C@@]2c3nnc(c4cccs4)n3)=O)cc1,CHEMBL3431937,-5.57
402,403.0,CHEMBL3431700,c1ccc(OCC(N2CCCC[C@@]2c3nnc(c4ccccc4F)n3)=O)cc1,CHEMBL3431937,-5.32
403,404.0,CHEMBL3431701,c1ccc(OCC(N2CCCC[C@@]2c3nnc(c4cccc(F)c4)n3)=O)cc1,CHEMBL3431937,-5.84
404,405.0,CHEMBL3431702,c1ccc(OCC(N2CCCC[C@@]2c3nnc(c4ccc(F)c(F)c4)n3)=O)cc1,CHEMBL3431937,-5.77
405,406.0,CHEMBL3431703,COc1ccc(c2nc([C@]3CCCCN3C(C#Cc4ccccc4)=O)on2)cc1,CHEMBL3431937,-5.61
406,407.0,CHEMBL3431704,COc1ccc(Cl)cc1S(=O)(N2C[C@](C([O-])=O)Oc3c2cc(C(Nc4ccccc4)=O)cc3)=O,CHEMBL3431937,-7.52
407,408.0,CHEMBL3431705,c1ccc(OCC(N2CCCC[C@@]2C#Cc3ccc(C#N)cc3)=O)cc1,CHEMBL3431937,-6.22
408,409.0,CHEMBL3431706,c1ccc(OCC(N2CCCC[C@@]2C#Cc3ccc(S(=O)(N)=O)cc3)=O)cc1,CHEMBL3431937,-5.39
409,410.0,CHEMBL3431707,c1ccc(OCC(N2CCCC[C@@]2C#Cc3ccc4c(OCC(N4)=O)c3)=O)cc1,CHEMBL3431937,-5.96
410,411.0,CHEMBL3431708,c1ccc(OCC(N2CCCC[C@@]2c3nnn(c4ccc5c(ccn5)c4)n3)=O)cc1,CHEMBL3431937,-5.64
411,412.0,CHEMBL3431709,CC(Nc1ccc(n2nc([C@]3CCCCN3C(COc4ccccc4)=O)nn2)cc1)=O,CHEMBL3431937,-5.57
412,413.0,CHEMBL3431710,c1ccc(OCC(N2CCCC[C@@]2C#Cc3ccc(C(N)=O)cc3)=O)cc1,CHEMBL3431937,-5.53
413,414.0,CHEMBL3431711,Cn1cc(Cc4cc(Cl)ccc4OC)c2c1ccc(C(Nc3nc(CC([O-])=O)cs3)=O)c2,CHEMBL3431937,-6.29
414,415.0,CHEMBL3431712,Cn1cc(Cc4cc(Cl)ccc4OC)c2c1ccc(C(Nc3ccc(CC([O-])=O)cc3)=O)c2,CHEMBL3431937,-6.07
415,416.0,CHEMBL3431713,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4cccc(N5C=NNC5=O)c4)on3)=O)cc1,CHEMBL3431937,-5.46
416,417.0,CHEMBL3431714,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4cccc(N5CC(NC5=O)=O)c4)on3)=O)cc1,CHEMBL3431937,-5.47
417,418.0,CHEMBL3431715,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4cccc(N5CCCS5(=O)=O)c4)on3)=O)cc1,CHEMBL3431937,-6.0
418,419.0,CHEMBL3431716,c1ccc(OCC(N2CCCC[C@@]2c3nc(c4cccc(N5CCCC5=O)c4)on3)=O)cc1,CHEMBL3431937,-5.63
419,420.0,CHEMBL3431717,Cc1cc(C(Nc4ccc(CC([O-])=O)cc4)=O)cc2c1OCCN2S(=O)(c3cc(Cl)ccc3OC)=O,CHEMBL3431937,-5.68
420,421.0,CHEMBL3431718,Cc1cc(C(Nc4ccc(CC([O-])=O)cc4)=O)cc2c1OCN2S(=O)(c3cc(Cl)ccc3OC)=O,CHEMBL3431937,-5.5
421,422.0,CHEMBL3431719,Cc1cc(C(Nc4nc(CC([O-])=O)cs4)=O)cc2c1OCCN2S(=O)(c3cc(Cl)ccc3OC)=O,CHEMBL3431937,-5.73
422,423.0,CHEMBL3431720,Cn1cc(Cc4cc(Cl)ccc4OC)c2c1ccc(C(Nc3ccc(C([O-])=O)cc3)=O)c2,CHEMBL3431937,-6.33
423,424.0,CHEMBL3431721,Cc1cc(C(Nc4nc(CC([O-])=O)cs4)=O)cc2c1OCN2S(=O)(c3cc(Cl)ccc3OC)=O,CHEMBL3431937,-5.56
424,425.0,CHEMBL3431722,COc1ccc(Cl)cc1S(=O)(N2CCCc3c2cc(Oc4ccc(CC([O-])=O)cc4)cc3)=O,CHEMBL3431937,-6.11
425,426.0,CHEMBL3431724,CCOc1ccc(C(Nc3ccc(CC([O-])=O)cc3)=O)cc1N(S(=O)(c2cc(Cl)ccc2OC)=O)CCS([O-])=O,CHEMBL3431937,-7.4
426,427.0,CHEMBL3431725,CCOc1ccc(C(Nc3ccc(C([O-])=O)c(F)c3)=O)cc1N(S(=O)(c2cc(Cl)ccc2OC)=O)CCS([O-])=O,CHEMBL3431937,-7.16
427,428.0,CHEMBL3431726,COc1ccc(Cl)cc1CN3c2cc(C(Nc4ccc(CC([O-])=O)cc4)=O)ccc2COC3=O,CHEMBL3431937,-5.83
428,429.0,CHEMBL3431727,COc1ccc(Cl)cc1Cc2cnc3c2cc(C(Nc4nc(CC([O-])=O)cs4)=O)cc3,CHEMBL3431937,-6.31
429,430.0,CHEMBL3431728,COc1ccc(Cl)cc1Cc2cnc3c2cc(C(Nc4ccc(CC([O-])=O)cc4)=O)cc3,CHEMBL3431937,-6.37
430,431.0,CHEMBL3431729,c1ccc(OCC(N2CCCC[C@@]2C(N4CCc3cccc(Cl)c3C4)=O)=O)cc1,CHEMBL3431937,-5.72
431,432.0,CHEMBL3431731,COc1cccc2c1CCN(C([C@]3CCCCN3C(COc4ccccc4)=O)=O)C2,CHEMBL3431937,-5.26
432,433.0,CHEMBL3431732,c1ccc(OCC(N2CCCC[C@@]2C(N4CCc3ccc(S(=O)(N)=O)cc3C4)=O)=O)cc1,CHEMBL3431937,-5.35
433,434.0,CHEMBL3431734,C[N@@H+]1CCN(c2cc3c(CN(C([C@]4CCCCN4C(COc5ccccc5)=O)=O)C3)cc2Cl)CC1,CHEMBL3431937,-5.5
434,435.0,CHEMBL3431735,c1ccc(OCC(N2CCCC[C@@]2C(N4Cc3cc(N5CCOCC5)c(Cl)cc3C4)=O)=O)cc1,CHEMBL3431937,-5.23
435,436.0,CHEMBL3431736,CCOc1ccc2c(CN(C([C@]3CCCCN3C(COc4ccccc4)=O)=O)C2)c1,CHEMBL3431937,-5.26
