,index,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
483,483,13.388622070276217,-1.2389847156631764,13.388622070276217,0.008270487883375255,0.5379950553061527,496.95200000000034,477.8000000000003,496.07394296790994,174,0,0.2570191567071356,-0.5497442469833321,0.5497442469833321,0.2570191567071356,1.2647058823529411,2.0588235294117645,2.764705882352941,1.4350385549716995,1333.8926622707795,24.03480494807372,18.091760415865892,19.66418594281207,16.301699362990917,10.550842446758688,11.80845973102281,8.308406426980355,9.602945059310358,6.139395105365691,7.181028811426996,4.35281002174795,5.252798608746096,-3.4299999999999993,64668170.8129403,22.366566921730833,8.410629701964101,3.9053097565373642,203.6837268680213,19.537837263563056,5.749511833283905,5.131558479839333,5.907179729351506,5.907179729351506,0.0,14.905862972149976,4.9839785209472085,0.0,11.336785877934737,17.667306958694127,48.736930079857075,39.60711225316265,24.76347241143535,24.227001900856216,51.54033526934501,0.0,4.9839785209472085,0.0,31.222211744087385,17.32649587613434,69.18518096491634,0.0,5.749511833283905,20.06008868349756,10.818944754522896,5.749511833283905,22.937725768167255,29.877440808879598,27.969642866379008,0.0,40.02046289986329,41.778265181235575,5.022633313741326,0.0,0.0,111.66,17.291475486700136,19.49013894705617,0.0,24.00431623802942,27.71691090825425,35.305332107180746,0.0,47.72160538490197,6.06636706846161,10.30076712495354,16.337802844032566,5.448596340863778,7.317449148091317,42.83783423557857,15.837092018703999,2.533625160370372,-1.0064906479079805,10.509209454094941,1.2213319067510244,0.265330455041612,1.5637997061901423,0.25,34,1,8,1,1,2,2,1,3,7,1,10,7,1,0,1,5,2.9282000000000012,125.32620000000003,1,0,0,0,0,1,0,0,1,1,3,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
484,484,13.117084322186683,-4.195196541164927,13.117084322186683,0.00649627321509838,0.4775621355845721,487.9410000000003,467.78100000000035,487.07360861991,172,0,0.2651485181644275,-0.5501594946757316,0.5501594946757316,0.2651485181644275,1.0303030303030303,1.7575757575757576,2.4242424242424243,1.9808177819754222,1279.3640484959765,24.009860921691388,17.50076902971525,19.073194556661427,15.690709030554949,9.749166858828074,11.610294579431695,6.964764264554358,9.052024171272274,4.661686088982151,6.28349068680536,3.0524722392214216,4.5771118119082566,-3.5599999999999987,16901578.88711588,24.089729036769423,10.371012571910336,6.241349224806008,195.7648917719113,19.954716136718908,10.644995308801679,0.0,0.0,15.930470882759089,0.0,9.51663204852391,8.417796984328938,0.0,0.0,35.866408164078955,60.86966421678029,22.242776368073734,12.797183815961095,27.850261701113332,44.875488610310576,0.0,0.0,0.0,17.737126721369794,17.148681009735952,82.87957405021304,0.0,5.749511833283905,19.882273817099176,11.374772549367124,5.749511833283905,11.600939890232516,27.404079542909827,21.238649960405414,0.0,22.342261790391824,71.62552122859549,5.022633313741326,0.0,0.0,124.63,21.899776170710936,23.113398747313283,0.0,39.76010963477559,11.250837766380558,0.0,43.50799995204719,30.33183534230805,0.0,10.038883468458419,16.337802844032566,33.79640787290034,5.969567435127638,23.433390751937296,13.847123109531413,1.166811124679016,-1.6798043565635334,17.203058062709953,-0.33509517690013135,0.0,-2.873681045644201,0.13043478260869565,33,2,8,0,0,0,3,0,3,6,2,10,9,0,0,0,3,3.084200000000001,122.9777,1,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
485,485,14.730318162123023,-0.43312472223148357,14.730318162123023,0.12817231660034722,0.625064480001222,480.5360000000003,451.3040000000003,480.206050248,184,2,0.26098943905600896,-0.4837792749231688,0.4837792749231688,0.26098943905600896,0.9714285714285714,1.7142857142857142,2.4857142857142858,1.2326341813980923,1057.0371834889074,24.200095366003378,19.633259593707866,19.633259593707866,17.08052003591841,12.131836542211015,12.131836542211015,9.016569816536018,9.016569816536018,6.593077606530028,6.593077606530028,4.728778766836223,4.728778766836223,-3.129999999999999,151310344.0651739,23.60437845007476,10.643478799341622,5.424628873927808,204.2940182128636,24.010408323101103,5.749511833283905,30.31942185573898,0.0,11.814359458703011,0.0,9.589074368143644,4.39041504767482,0.0,0.0,18.19910120538483,54.65483612601846,32.475912463589744,13.213763929025836,28.19007827721861,11.814359458703011,0.0,9.799819461700956,0.0,45.1936209264552,26.36540229945133,71.55450052056743,0.0,11.49902366656781,9.473725907600098,4.39041504767482,11.49902366656781,0.0,47.97958121985529,27.415450133768843,17.963028057942157,43.23101109802404,42.46456947923127,0.0,0.0,0.0,68.31,5.817220841045895,13.979489415818463,0.0,24.170753256499832,63.90185067797345,30.07251261699431,6.06636706846161,27.998920667085784,18.19910120538483,0.0,14.210588861400147,31.49694125869933,0.0,29.62503079357367,0.0,1.6305377224933715,-0.04951292576675814,12.782858946309686,4.3291280770216005,2.1850161276690923,0.0,0.4074074074074074,35,0,7,0,3,3,2,0,2,5,0,8,6,0,2,2,5,4.012580000000003,125.32200000000006,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,486,14.846952941034587,-0.26839494143027376,14.846952941034587,0.11593340772182792,0.6777649172914233,466.53300000000024,437.3010000000003,466.21420962800005,179,1,0.26098943905600885,-0.4837792749231688,0.4837792749231688,0.26098943905600885,0.9705882352941176,1.7058823529411764,2.4705882352941178,1.258133379686035,1041.841289468841,23.492988584816832,19.172224898743963,19.172224898743963,16.59735678832402,11.872543800344259,11.872543800344259,8.883870409526859,8.883870409526859,6.655008765135692,6.655008765135692,4.850121504185966,4.850121504185966,-3.129999999999999,96154052.88794662,22.65182407037849,10.010368245989802,4.727815883187557,198.57536453916347,24.173455100151532,11.5667326743298,12.648722793660879,0.0,11.814359458703011,0.0,9.589074368143644,4.39041504767482,0.0,0.0,18.19910120538483,54.65483612601846,32.72378202956288,18.9011502037094,23.45321532341856,17.501745733386574,0.0,9.799819461700956,0.0,32.35197768060318,44.35482484212695,65.45053413281912,0.0,5.749511833283905,9.636772684650527,10.077801322358383,5.749511833283905,0.0,61.069094031680436,27.415450133768843,11.859061670193856,30.38936785217202,42.46456947923127,0.0,0.0,0.0,62.32000000000001,0.0,13.979489415818463,0.0,24.238462264261823,69.83710651863014,23.96854622924601,0.0,27.998920667085784,29.16537800469692,0.0,9.473725907600098,25.851813262196465,0.0,31.67885065708055,0.0,2.346322727733124,-0.022671468333157696,13.097172769430044,2.2632328151351135,3.6186125700911926,0.0,0.4230769230769231,34,0,7,0,3,3,2,0,2,5,0,8,5,0,2,2,5,3.1279900000000023,124.43000000000005,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,487,13.423901464179693,-0.17582617666103606,13.423901464179693,0.06944685899050951,0.6769075099039663,448.51900000000023,420.2950000000003,448.19982199599997,172,2,0.26098943905600885,-0.4837792749231688,0.4837792749231688,0.26098943905600885,0.9393939393939394,1.7878787878787878,2.606060606060606,1.2144690956643385,989.4316938683357,22.622745096813752,18.625538608701717,18.625538608701717,16.169836433395453,11.526187639039733,11.526187639039733,8.585959530920764,8.585959530920764,6.262388890029628,6.262388890029628,4.5214261462108,4.5214261462108,-3.059999999999999,70217521.49187854,21.768333059588333,9.830039680737064,4.980456382044254,193.76354069554077,24.010408323101103,11.49902366656781,18.75268918140918,0.0,11.814359458703011,0.0,9.589074368143644,0.0,0.0,0.0,24.26546827384644,54.65483612601846,26.055090840663734,13.213763929025836,23.79966322954379,11.814359458703011,0.0,9.799819461700956,0.0,38.77279930352919,26.36540229945133,71.80364674798314,0.0,11.49902366656781,9.473725907600098,0.0,11.49902366656781,0.0,47.97958121985529,27.415450133768843,12.145807216896262,36.81018947509803,48.53093654769288,0.0,0.0,0.0,68.31,0.0,9.589074368143644,0.0,18.42124142321593,51.06020743212143,42.24284607320422,0.0,4.899909730850478,53.430846278543356,0.0,14.210588861400147,16.930045197492664,0.0,29.77968465040369,0.0,2.201047270448356,1.1804813226084152,15.816007096915401,4.152415605466641,2.7736521899981716,0.0,0.38461538461538464,33,0,7,0,3,3,2,0,2,5,0,7,6,0,2,2,5,3.483380000000002,120.74700000000004,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,488,12.788888609086118,-0.009246136726295484,12.788888609086118,0.009246136726295484,0.6424422854939381,377.489,356.32100000000014,377.13237391200005,137,1,0.26091239536160993,-0.4837792870539179,0.4837792870539179,0.26091239536160993,1.037037037037037,1.7777777777777777,2.5555555555555554,1.4734073523661402,879.5980275412456,18.476480726871785,15.005558929410132,15.822055510337858,13.309663088089316,9.164553908530156,10.04420671978505,6.454828966921112,7.312931818779131,4.5982963384533395,5.489579992856963,3.217388182776082,4.128782063782246,-2.6599999999999993,3241818.4893489587,17.738841647807636,8.354463424591236,4.194336400438874,162.98926742998407,9.636772684650527,16.79897635928463,6.606881964512918,0.0,5.907179729351506,0.0,4.794537184071822,4.9839785209472085,0.0,11.336785877934737,48.53093654769288,31.395199005701247,17.488270668075486,5.693927994848461,9.53140013787187,17.243965607286242,0.0,9.883888251797686,0.0,19.26246486877803,13.151638370425493,77.09319798108275,0.0,17.00689131982936,4.736862953800049,0.0,5.749511833283905,11.336785877934737,28.942706351574685,4.794537184071822,6.041840829147961,24.270088565630793,66.04373345508202,0.0,11.257379486545457,0.0,42.43000000000001,0.0,4.794537184071822,0.0,12.514061693864424,5.749511833283905,48.11406528723679,0.0,11.336785877934737,53.430846278543356,17.512796907389134,9.720841474747257,5.658201887631902,1.6036780453559851,19.451918126065852,2.9969285661795584,2.058615656238277,0.7037371073414199,20.617973846722116,2.9674808445722944,0.7747992532259305,0.0,0.22727272727272727,27,0,4,0,1,1,2,1,3,4,0,5,5,0,1,1,4,4.781690000000004,107.39600000000002,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
489,489,12.828680467059794,-1.2035612392016903,12.828680467059794,0.017428863128059913,0.611844865134074,420.49000000000007,400.33000000000015,420.1149266999099,153,1,0.2609123953616099,-0.5448151129193888,0.5448151129193888,0.2609123953616099,1.0666666666666667,1.8333333333333333,2.566666666666667,1.4721891732530545,1017.1970746281455,20.924074484064484,16.244705241148232,17.061201822075958,14.61419354072963,9.73348580151698,10.613138612771875,6.9536113108915645,7.811714162749583,4.945109709959966,5.83639336436359,3.385545961219015,4.29693984222518,-3.189999999999999,11228045.635217119,20.097816238840622,9.088269521561449,4.5156628607292895,178.3099653966204,19.537837263563056,16.79897635928463,6.606881964512918,0.0,5.907179729351506,0.0,4.794537184071822,4.9839785209472085,0.0,11.336785877934737,42.46456947923127,36.958650497398246,17.488270668075486,11.66323328280031,19.432464716784395,23.213270895238093,0.0,9.883888251797686,0.0,19.26246486877803,13.151638370425493,76.59028240431815,0.0,17.00689131982936,9.843390348640755,0.0,5.749511833283905,11.336785877934737,34.91201163952653,4.794537184071822,6.041840829147961,34.62807724139961,59.9773663866204,0.0,11.257379486545457,0.0,82.56,5.969305287951849,14.69560176298435,0.0,18.07751318556142,12.29426823919648,41.56930888132421,23.469520014857956,17.032643867773697,35.711898112773966,0.0,9.720841474747257,5.635650542965172,1.485512916650182,30.255438697953494,13.659310663546691,1.7093975534719696,-0.6159998934206465,16.659385238722074,2.7410960034428924,0.6368749433348375,0.0,0.21739130434782608,30,0,6,0,1,1,2,1,3,6,0,7,6,0,1,1,4,3.145190000000002,111.72650000000003,0,0,0,0,1,1,0,0,1,1,2,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
490,490,12.836299077405677,-1.2183828797882275,12.836299077405677,0.028370485284717084,0.611844865134074,420.49000000000007,400.33000000000015,420.1149266999099,153,1,0.2609123953616099,-0.5448147346137437,0.5448147346137437,0.2609123953616099,1.1,1.9333333333333333,2.7333333333333334,1.4966204397558815,1034.4470746281459,20.924074484064487,16.244705241148232,17.061201822075958,14.61419354072963,9.73348580151698,10.613138612771875,6.957065634585512,7.815168486443531,4.922780610590705,5.81406426499433,3.41396745375747,4.3253613347636355,-3.189999999999999,11176298.829952583,20.097816238840622,9.088269521561449,4.5156628607292895,178.30996539662044,19.537837263563056,16.79897635928463,6.606881964512918,0.0,5.907179729351506,0.0,4.794537184071822,4.9839785209472085,0.0,11.336785877934737,36.39820241076966,43.025017565859855,17.488270668075486,11.66323328280031,19.432464716784395,23.213270895238093,0.0,9.883888251797686,0.0,19.26246486877803,13.151638370425493,76.59028240431815,0.0,17.00689131982936,9.843390348640755,0.0,5.749511833283905,11.336785877934737,34.91201163952653,4.794537184071822,6.041840829147961,34.62807724139961,59.9773663866204,0.0,11.257379486545457,0.0,82.56,5.969305287951849,14.69560176298435,0.0,18.07751318556142,23.551647725741937,30.311929394778755,17.403152946396347,17.032643867773697,41.778265181235575,4.9839785209472085,4.736862953800049,5.632268071706827,1.454880331826129,30.425737146203613,13.788012046611184,1.506703141111858,-0.6507917699744785,16.700213875743064,2.6977380674747193,0.6119057559637464,0.0,0.21739130434782608,30,0,6,0,1,1,2,1,3,6,0,7,6,0,1,1,4,3.145190000000002,111.72650000000003,0,0,0,0,1,1,0,0,1,1,2,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
491,491,12.836299077405677,-1.2183828797882275,12.836299077405677,0.028370485284717084,0.611844865134074,420.49000000000007,400.33000000000015,420.1149266999099,153,1,0.2609123953616099,-0.5448147346137437,0.5448147346137437,0.2609123953616099,1.1,1.9333333333333333,2.7333333333333334,1.4966204397558815,1034.4470746281459,20.924074484064487,16.244705241148232,17.061201822075958,14.61419354072963,9.73348580151698,10.613138612771875,6.957065634585512,7.815168486443531,4.922780610590705,5.81406426499433,3.41396745375747,4.3253613347636355,-3.189999999999999,11176298.829952583,20.097816238840622,9.088269521561449,4.5156628607292895,178.30996539662044,19.537837263563056,16.79897635928463,6.606881964512918,0.0,5.907179729351506,0.0,4.794537184071822,4.9839785209472085,0.0,11.336785877934737,36.39820241076966,43.025017565859855,17.488270668075486,11.66323328280031,19.432464716784395,23.213270895238093,0.0,9.883888251797686,0.0,19.26246486877803,13.151638370425493,76.59028240431815,0.0,17.00689131982936,9.843390348640755,0.0,5.749511833283905,11.336785877934737,34.91201163952653,4.794537184071822,6.041840829147961,34.62807724139961,59.9773663866204,0.0,11.257379486545457,0.0,82.56,5.969305287951849,14.69560176298435,0.0,18.07751318556142,23.551647725741937,30.311929394778755,17.403152946396347,17.032643867773697,41.778265181235575,4.9839785209472085,4.736862953800049,5.632268071706827,1.454880331826129,30.425737146203613,13.788012046611184,1.506703141111858,-0.6507917699744785,16.700213875743064,2.6977380674747193,0.6119057559637464,0.0,0.21739130434782608,30,0,6,0,1,1,2,1,3,6,0,7,6,0,1,1,4,3.145190000000002,111.72650000000003,0,0,0,0,1,1,0,0,1,1,2,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
492,492,12.778888609086119,-0.021591815738640552,12.778888609086119,0.021591815738640552,0.6683944094035373,378.477,358.31700000000006,378.12762288,137,1,0.2609123953616739,-0.4837792870539179,0.4837792870539179,0.2609123953616739,1.1481481481481481,2.037037037037037,2.8518518518518516,1.4734073523661406,882.711969770749,18.476480726871785,14.875422255720464,15.69191883664819,13.309663088089318,9.014285021357813,9.893937832612709,6.3305039626682476,7.188606814526266,4.486044207269456,5.3773278616730815,3.12274919152821,4.034143072534375,-2.729999999999999,3241818.4893489587,17.672267106065206,8.30841214398674,4.165945581941858,162.20891541093056,9.636772684650527,16.79897635928463,6.606881964512918,0.0,5.907179729351506,0.0,9.77851570501903,4.9839785209472085,0.0,11.336785877934737,18.19910120538483,43.52793314262447,29.88195781130164,5.693927994848461,9.53140013787187,17.243965607286242,0.0,14.867866772744893,0.0,19.26246486877803,13.151638370425493,71.28778391892408,0.0,17.00689131982936,4.736862953800049,0.0,5.749511833283905,11.336785877934737,33.926684872521896,4.794537184071822,6.041840829147961,24.270088565630793,60.23831939292333,0.0,11.257379486545457,0.0,55.32,0.0,4.794537184071822,0.0,12.514061693864424,12.29426823919648,41.56930888132421,0.0,23.73047302116089,52.74454198054766,4.9839785209472085,9.720841474747257,5.649937424821985,1.5759002675782074,23.542211363301487,2.9291507884017807,1.8850045451271662,0.6844469838846303,14.328373725585854,6.485854660418638,0.7524535742135849,0.0,0.23809523809523808,27,0,5,0,1,1,1,2,3,5,0,6,5,0,1,1,4,4.176690000000003,105.19100000000003,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
493,493,12.780624146276201,-0.01924613672629505,12.780624146276201,0.01924613672629505,0.6683944094035373,378.477,358.31700000000006,378.12762288,137,1,0.26091239536161,-0.4837792870539179,0.4837792870539179,0.26091239536161,1.1111111111111112,1.9259259259259258,2.740740740740741,1.4734073523661406,882.711969770749,18.476480726871785,14.875422255720464,15.69191883664819,13.309663088089318,9.014285021357813,9.893937832612709,6.324692293231445,7.182795145089464,4.504827818166,5.396111472569625,3.131149477693725,4.0425433586998905,-2.729999999999999,3241818.4893489587,17.672267106065206,8.30841214398674,4.165945581941858,162.20891541093053,9.636772684650527,16.79897635928463,6.606881964512918,0.0,5.907179729351506,0.0,9.77851570501903,4.9839785209472085,0.0,11.336785877934737,18.19910120538483,43.52793314262447,29.88195781130164,5.693927994848461,9.53140013787187,17.243965607286242,0.0,14.867866772744893,0.0,19.26246486877803,13.151638370425493,71.28778391892406,0.0,17.00689131982936,4.736862953800049,0.0,5.749511833283905,11.336785877934737,33.926684872521896,4.794537184071822,6.041840829147961,24.270088565630793,60.23831939292334,0.0,11.257379486545457,0.0,55.32,0.0,4.794537184071822,0.0,12.514061693864424,5.749511833283905,48.114065287236784,0.0,23.73047302116089,52.74454198054766,4.9839785209472085,9.720841474747257,5.651257443187458,1.5832698820906792,23.45540022733376,2.9487426251364743,1.956115656238277,0.6878199475781068,14.331815046007675,6.462377715344886,0.7565347904160132,0.0,0.23809523809523808,27,0,5,0,1,1,1,2,3,5,0,6,5,0,1,1,4,4.176690000000003,105.19100000000003,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
494,494,13.393043175265502,-1.2855587897372505,13.393043175265502,0.013847809925343846,0.5875713489181832,475.9080000000003,455.74800000000033,475.1066229999099,172,0,0.25523601600126944,-0.5448150979164422,0.5448150979164422,0.25523601600126944,1.0588235294117647,1.7647058823529411,2.411764705882353,1.4497793078876178,1331.5176850989324,24.03480494807372,18.2612425562844,19.017171502302855,16.318536115396522,10.739387734895839,11.117352207905066,8.480433314717546,8.91686909518953,6.420200166648011,6.655297269435749,4.482965823353253,4.6776660497281695,-3.839999999999999,80964908.60143875,21.97711356942669,8.182440878679635,3.6772117471020134,200.4587735022667,24.854625867569382,5.749511833283905,0.0,5.907179729351506,5.907179729351506,0.0,9.589074368143644,0.0,0.0,0.0,29.800041095617345,66.43311570847729,27.52430884650244,25.038849704538737,24.227001900856216,40.7593771862545,0.0,0.0,0.0,24.801390121161372,17.32649587613434,87.94010996514542,0.0,5.749511833283905,20.06008868349756,11.374772549367124,5.749511833283905,11.600939890232516,24.893462287932394,16.754284059381177,0.0,44.68452358078365,60.6636706846161,5.022633313741326,0.0,0.0,98.77000000000001,11.384295757348628,19.49013894705617,0.0,23.92256735631258,27.71036918808935,23.968546229246012,24.26546827384644,42.34154261443606,6.06636706846161,5.316788604006331,16.337802844032566,5.451560651176989,6.187153458444284,38.9333414368404,14.22661941642142,2.73817170930068,-1.009780985336818,16.277919082199062,1.5522626466681255,0.2709077770835804,1.5662892516467206,0.19230769230769232,34,1,7,1,1,2,3,0,3,5,1,8,6,1,0,1,5,3.5428000000000015,125.27370000000003,0,0,0,0,1,0,0,0,1,1,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,3,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,495,13.35382090570898,-3.9612445853826155,13.35382090570898,0.03465534979423901,0.460926566526479,440.9080000000002,423.7720000000003,440.05975570400005,152,0,0.2551828359662174,-0.49537723747350054,0.49537723747350054,0.2551828359662174,1.0,1.7666666666666666,2.5,1.7832719222840434,1348.3376041003903,21.302754140504838,15.847409155604055,17.419834682550235,14.396215279046707,8.961162056367291,10.822289776970916,6.532056355485028,8.855018522598462,4.642342919296985,6.692299867245578,3.162354225228849,5.006899172480511,-3.289999999999999,7967281.565098661,20.001968440351423,7.853047561008615,3.647747433178451,177.91989483499464,15.037630078753587,10.644995308801679,0.0,9.837253136417502,5.907179729351506,0.0,4.794537184071822,8.417796984328938,0.0,0.0,29.800041095617345,48.53093654769288,33.373239583816016,12.005281016795308,17.949197122200808,43.93568396276614,0.0,4.9839785209472085,0.0,9.79096695103555,12.426586145283864,83.51296613012913,0.0,5.749511833283905,10.05365155780638,5.687386274683562,5.749511833283905,11.600939890232516,26.418752775905183,9.837253136417502,0.0,10.357988675768818,82.71784827572635,5.022633313741326,10.902924932081056,0.0,88.26,9.837253136417502,13.212334168400758,0.0,26.470291827412286,22.153762698461613,0.0,25.43937524981383,36.39820241076966,18.19910120538483,10.30076712495354,16.337802844032566,31.92064815892904,6.0225474804473,15.585504540569927,3.4704754900195227,1.5689513902842882,-0.15304692726007452,18.279565137722862,1.4020091647770219,0.0,-2.5688766577121083,0.045454545454545456,30,2,6,0,0,0,3,1,4,4,2,8,5,0,0,0,4,4.915000000000003,116.14970000000001,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
